检验日期	钢线线径	槽轮槽距	班次	单晶编号	验证类型	异常类型	线径	切割时间	切割刀号	切割机台	配方编码	前后排别	排别	成品电导率	成品PH值	成品浓度	成品浊度	成品温度	成品表面张力	成品COD	柠檬酸	置换量	离子液添加量	原液添加比例	清液池电导率	清液池PH	清液池浓度	清液池温度	清液池COD	线痕	TTV
2024-08-08	32	181.5	白班	CIPC2952407A8802D72N03	0.4-1.6	提料挂断线	0.032	2024/8/7 5:47	N1B2062408060512	XQ-B2-06	G12-XXSD-110A	B2前排	B排	9.66	5.95	1.28%	54.5	24.7	28.1	24130	0	5.00%	7.00%	0.91 	8.98	5.48	0.0123 	23.3	23982.5	12	69
2024-08-03	32	181.5	白班	CIPC2952407A8902D02Y03	0.4-1.6	断上线	0.032	2024/8/3 12:34	N1B2042408030211	XQ-B2-04	G12-A	B2前排	B排	11.16	6.11	1.26%	71.1	25.6	28	23687.5	0	5.00%	7.00%	0.92 	11.57	5.55	0.0122 	23.8	23375	1	2
2024-08-03	32	181.5	白班	CIPC2952407A8902D02Y04	0.4-1.6	断上线	0.032	2024/8/3 12:09	N1B2012408030241	XQ-B2-01	1	B2前排	B排	11.28	6.14	1.26%	61.7	25.4	28	23687.5	转换阶段	5.00%	7.00%	0.91 	11.57	5.55	0.0122 	23.8	23375	6	2
2024-08-04	32	181.5	夜班	CIPC2952407A9002D02Y02	0.4-1.6	断上下线	0.032	2024/8/4 15:11	N1B1042408040301	XQ-B1-04	G12-XXSD-110A	B1前排	B排	10.32	6.01	1.27%	45.6	25.8	28.1	23352.5	0	5.00%	7.00%	0.92 	10.31	5.69	0.0122 	25.4	23215	9	0
2024-08-07	32	181.5	白班	CIPC2952407A9102D12Y02	0.4-1.6	断缝	0.032	2024/8/7 0:40	N1B3092408060462	XQ-B3-09	G12-YS33-130-110	B3后排	B排	8.71	5.92	1.28%	65.1	25.1	28.1	24000	0	5.00%	7.00%	0.91 	9.48	5.48	0.0123 	24.4	23930	3	4
2024-08-07	32	181.5	夜班	CIPC2952407A9202D01N03	0.4-1.6	#N/A	0.032	2024/8/8 0:12	N1B1052408070642	XQ-B1-05	G12-XXSD-110A	B1前排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	24075	#N/A	#N/A	#N/A	#N/A	8.61	5.38	0.0127 	23.2	23675	2	11
2024-08-06	32	181.5	白班	CIPC2952407A9202D01N05	0.4-1.6	#N/A	0.032	2024/8/6 4:25	N1B1052408050472	XQ-B1-05	G12-XXSD-110A	B1前排	B排	9.07	6.13	1.27%	43.9	25.3	28.1	23850	0	5.00%	7.00%	0.92 	9.18	5.71	0.0122 	24.3	23590	2	3
2024-08-02	32	181.5	夜班	CIPC2952407A9402D02Y02	0.4-1.6	#N/A	0.032	2024/8/2 16:35	N1B2062408020141	XQ-B2-06	G12-XXSD-110A	B2前排	B排	13.38	5.57	1.28%	72.1	25.5	28.1	23595	柠檬酸80g	6.00%	0.00%	0.91 	12.83	5.41	0.0123 	24.3	23252.5	5	17
2024-08-05	32	181.5	夜班	CIPC2952407A9402D12N02	0.4-1.6	#N/A	0.032	2024/8/5 18:11	N1B1032408050411	XQ-B1-03	G12-XXSD-110A	B1前排	B排	9.26	6.11	1.28%	48.9	25.1	28.2	23630	0	5.00%	7.00%	0.91 	9.24	5.68	0.0124 	25.8	23565	0	11
2024-08-05	32	181.5	白班	CIPC2952407A9622D42Y04	0.4-1.6	#N/A	0.032	2024/8/5 8:25	N1B1062408040382	XQ-B1-06	G12-XXSD-110A	B1前排	B排	9.53	6.14	1.29%	52.1	25.7	28.1	23107.5	0	5.00%	7.00%	0.91 	9.91	5.86	0.0123 	23.9	22995	8	10
2024-08-02	32	181.5	白班	CIPC2952407B0101D41Y02	0.4-1.6	#N/A	0.032	2024/8/2 12:05	N1B4132408020131	XQ-B4-13	G12-XXSD-110A	B4后排	B排	13.14	5.55	1.28%	65.7	25.6	28.2	23650	柠檬酸80g	6.00%	0.00%	0.91 	12.79	5.36	0.0123 	23.5	23377.5	0	3
2024-08-02	32	181.5	夜班	CIPC2952407B0101D41Y04	0.4-1.6	跳线	0.032	2024/8/2 15:08	N1B4112408020151	XQ-B4-11	G12-YS33-130-110	B4后排	B排	13.11	5.57	1.28%	61.1	25.3	28	23595	柠檬酸80g	6.00%	0.00%	0.91 	12.83	5.41	0.0123 	24.3	23252.5	728	1
2024-08-04	32	181.5	夜班	CIPC2952407B0101D52N02	0.4-1.6	断上线	0.032	2024/8/4 23:41	N1B1042408040322	XQ-B1-04	G12-XXSD-110A	B1前排	B排	9.78	6.15	1.28%	58.6	26.2	28.2	23352.5	0	5.00%	7.00%	0.91 	9.82	5.72	0.0123 	24.7	23215	9	3
2024-08-01	32	181.5	白班	CIPC2952407B0201D62N02	0.4-1.6	#N/A	0.032	2024/8/1 8:37	N1B2062407310032	XQ-B2-06	G12-XXSD-110A	B2前排	B排	13.9	5.42	1.28%	39.3	25.1	28.2	23837.5	柠檬酸80g	6.00%	0.00%	0.91 	13.66	5.37	0.0124 	23.8	23562.5	2	84
2024-08-03	32	181.5	夜班	CIPC2952407B0201D72N02	0.4-1.6	#N/A	0.032	2024/8/3 14:28	N1B4132408030231	XQ-B4-13	G12-XXSD-110A	B4后排	B排	10.96	6.08	1.26%	59.4	25.8	28.1	23385	0	5.00%	7.00%	0.91 	11.26	5.62	0.0121 	24.8	23195	0	6
2024-08-07	32	181.5	白班	CIPC2952407B0201D82V02	0.4-1.6	#N/A	0.032	2024/8/7 6:22	N1B1072408060512	XQ-B1-07	G12-XXSD-110A	B1前排	B排	9.39	6	1.29%	49.2	25	28	24130	0	5.00%	7.00%	0.92 	9.32	5.53	0.0124 	23.5	23982.5	1	9
2024-08-01	26	176.5	白班	CIPC2952407B0301D72Y02	0.4-1.6	#N/A	0.026	2024/8/1 11:51	N1B2152408010041	XQ-B2-15	G12130-H26-FQ-26	B2后排	B排	14.65	5.43	1.28%	48.7	23.5	28	23837.5	柠檬酸80g	6.00%	0.00%	0.91 	13.04	5.34	0.0124 	24.1	23562.5	3	3
2024-08-02	32	181.5	夜班	CIPC2952407B0401D72N02	0.4-1.6	#N/A	0.032	2024/8/3 2:54	N1B4122408020202	XQ-B4-12	G12-YS33-130-110	B4后排	B排	11.66	5.87	1.23%	60.9	25.9	28	23687.5	转换阶段	5.00%	7.00%	0.91 	12.15	5.54	0.0123 	23.9	23375	0	5
2024-08-02	32	181.5	夜班	CIPC2952407B0502D22Y03	0.4-1.6	#N/A	0.032	2024/8/2 12:28	N1B3112408020121	XQ-B3-11	G12-YS33-130-110	B3后排	B排	13.48	5.59	1.28%	70.8	25.4	28.1	23650	柠檬酸80g	6.00%	0.00%	0.91 	12.79	5.36	0.0123 	23.5	23377.5	0	6
2024-08-01	32	181.5	夜班	CIPC2952407B0602D31N05W	0.4-1.6	跳线	0.032	2024/8/1 20:34	N2B2102408010071	XQ-B2-10	G12-XXSD-110A	B2后排	B排	13.83	5.51	1.28%	68.6	25.6	28	23700	柠檬酸80g	6.00%	0.00%	0.91 	13.31	5.42	0.0123 	23.9	23475	11	12
2024-08-04	32	181.5	夜班	CIPC2952407B0602D41Y02	0.4-1.6	断上下线	0.032	2024/8/4 10:55	N1B1042408040291	XQ-B1-04	G12-XXSD-110A	B1前排	B排	10.28	5.98	1.27%	35.1	24.5	28	23262.5	0	5.00%	7.00%	0.92 	10.54	5.69	0.0123 	24.3	23105	0	0
2024-08-02	32	181.5	白班	CIPC2952407B0702D51N02	0.4-1.6	跳线	0.032	2024/8/2 9:24	N1B1022408020131	XQ-B1-02	1	B1前排	B排	13.11	5.5	1.28%	49.7	25.1	28.1	23650	柠檬酸80g	6.00%	0.00%	0.91 	12.97	5.4	0.0123 	23.7	23377.5	0	2
2024-08-05	32	181.5	夜班	CIPC2952407B0802D22Y02	0.4-1.6	跳线	0.032	2024/8/5 15:56	N1B3142408050381	XQ-B3-14	G12-XXSD-110A	B3后排	B排	9.21	6.06	1.28%	51.1	25.4	28.1	23630	0	5.00%	7.00%	0.92 	9.43	5.71	0.0124 	24.7	23565	0	32
2024-08-05	32	181.5	夜班	CIPC2952407B0802D22Y04	0.4-1.6	#N/A	0.032	2024/8/5 22:48	N1B1052408050452	XQ-B1-05	G12-XXSD-110A	B1前排	B排	9.19	6.1	1.27%	55.5	25.2	28.2	23630	0	5.00%	7.00%	0.91 	9.13	5.72	0.0123 	24.9	23565	2	1
2024-08-01	32	181.5	白班	CIPC2952407B1001D62Y02	0.4-1.6	#N/A	0.032	2024/8/1 12:27	N1B2012408010051	XQ-B2-01	G12-XXSD-110A	B2前排	B排	13.74	5.46	1.27%	75.5	24.8	28	23837.5	柠檬酸80g	6.00%	0.00%	0.91 	13.04	5.34	0.0124 	24.1	23562.5	0	2
2024-08-02	32	181.5	夜班	CIPC2952407B1103D01N02	0.4-1.6	#N/A	0.032	2024/8/2 20:20	N1B4102408020151	XQ-B4-10	G12-YS33-130-110	B4后排	B排	12.14	5.99	1.28%	89.4	25.9	28	23595	转换阶段	6.00%	7.00%	0.91 	12.7	5.46	0.0123 	23	23252.5	4	7
2024-08-08	32	181.5	白班	CIPC2952407B1103D12N03	0.4-1.6	跳线	0.032	2024/8/7 19:52	N1B4152408070591	XQ-B4-15	G12-YS33-130-110	B4后排	B排	9.5	5.99	1.30%	67.6	26.6	28.1	24075	转换阶段	6.00%	7.00%	0.92 	9.3	5.47	0.0126 	23.8	23675	0	32
2024-08-02	32	181.5	白班	CIPC2952407B1202D02Y02	0.4-1.6	#N/A	0.032	2024/8/2 14:16	N1B3132408020071	XQ-B3-13	G12-XXSD-110A	B3后排	B排	12.89	5.6	1.28%	42.7	25.8	28.1	23595	柠檬酸80g	6.00%	0.00%	0.91 	12.83	5.41	0.0123 	24.3	23252.5	4	60
2024-08-01	32	181.5	白班	CIPC2952407B1302D11N02	0.4-1.6	跳线	0.032	2024/8/1 10:55	N1B2032408010051	XQ-B2-03	G12-XXSD-110A	B2前排	B排	13.71	5.4	1.28%	70.2	25.7	28.1	23837.5	柠檬酸80g	6.00%	0.00%	0.91 	13.04	5.34	0.0124 	24.1	23562.5	1	2
2024-08-05	32	181.5	夜班	CIPC2952407B1302D31N05W	0.4-1.6	#N/A	0.032	2024/8/6 0:14	N1B4112408050422	XQ-B4-11	G12-YS33-130-110	B4后排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	23630	#N/A	#N/A	#N/A	#N/A	9.37	5.75	0.0124 	24.5	23565	0	10
2024-08-01	32	181.5	夜班	CIPC2952407B1502D22Y05	0.4-1.6	#N/A	0.032	2024/8/1 13:30	N1B2062408010051	XQ-B2-06	G12-XXSD-110A	B2前排	B排	13.65	5.49	1.27%	58.6	25.6	28	23837.5	柠檬酸80g	6.00%	0.00%	0.91 	13.04	5.34	0.0124 	24.1	23562.5	0	3
2024-08-04	32	181.5	白班	CIPC2952407B1502D32N02	0.4-1.6	#N/A	0.032	2024/8/4 11:14	N1B4032408040261	XQ-B4-03	G12-XXSD-110A	B4前排	B排	10.28	5.98	1.27%	35.1	24.5	28	23262.5	0	5.00%	7.00%	0.92 	10.54	5.69	0.0123 	24.3	23105	30	2
2024-08-02	32	181.5	夜班	CIPC2952407B1601D41Y03	0.4-1.6	断缝	0.032	2024/8/3 1:25	N1B4112408020182	XQ-B4-11	G12-YS33-130-110	B4后排	B排	11.87	5.99	1.22%	47	25.1	27.9	23595	转换阶段	5.00%	7.00%	0.91 	12.49	5.5	0.0123 	22.9	23252.5	9	3
2024-08-03	32	181.5	白班	CIPC2952407B1601D41Y04	0.4-1.6	#N/A	0.032	2024/8/3 3:33	N1B1012408020202	XQ-B1-01	G12-XXSD-110A	B1前排	B排	12.16	5.92	1.23%	43.4	23	28.1	23687.5	转换阶段	5.00%	7.00%	0.91 	12.15	5.54	0.0123 	23.9	23375	20	11
2024-08-03	31	181.5	白班	CIPC2952407B1601D41Y05W	0.4-1.6	#N/A	0.031	2024/8/3 6:20	N1B2072408020212	XQ-B2-07	G12-XXSD-110A	B2前排	B排	12.37	5.9	1.24%	51.7	25.1	28.1	23687.5	转换阶段	5.00%	7.00%	0.91 	12.18	5.46	0.0123 	24.3	23375	0	5
2024-08-05	32	181.5	白班	CIPC2952407B1601D51Y03	0.4-1.6	跳线	0.032	2024/8/5 14:11	N1B2032408050441	XQ-B2-03	G12-XXSD-110A	B2前排	B排	9.66	6.05	1.28%	58	24.9	28	23630	0	5.00%	7.00%	0.92 	9.43	5.71	0.0124 	24.7	23565	3	2
2024-08-05	32	181.5	夜班	CIPC2952407B1601D51Y05	0.4-1.6	#N/A	0.032	2024/8/5 18:22	N1B3122408050441	XQ-B3-12	G12-XXSD-110A	B3后排	B排	9.26	6.11	1.28%	48.9	25.1	28.2	23630	0	5.00%	7.00%	0.91 	9.24	5.68	0.0124 	25.8	23565	0	14
2024-08-01	32	181.5	白班	CIPC2952407B2001D31N04	0.4-1.6	#N/A	0.032	2024/8/1 4:30	N2B2112407310022	XQ-B2-11	G12-XXSD-110A	B2后排	B排	14.77	5.47	1.28%	53.1	24.9	28.1	23837.5	柠檬酸100g	6.00%	0.00%	0.91 	13.75	5.42	0.0124 	23.9	23562.5	0	5
2024-08-03	32	181.5	夜班	CIPC2952407B2102D11Y02	0.4-1.6	#N/A	0.032	2024/8/3 16:53	N1B2022408030231	XQ-B2-02	2	B2前排	B排	10.76	6.13	1.26%	72	25.5	28.2	23385	0	5.00%	7.00%	0.91 	11.26	5.62	0.0121 	24.8	23195	0	3
2024-08-03	32	181.5	夜班	CIPC2952407B2102D11Y04	0.4-1.6	#N/A	0.032	2024/8/4 1:15	N1B1072408030262	XQ-B1-07	bp	B1前排	B排	10.63	6.02	1.26%	59.6	25.9	28.2	23385	0	5.00%	7.00%	0.91 	11.56	5.65	0.0121 	24.8	23195	2	75
2024-08-06	32	181.5	白班	CIPC2952407B2102D21Y04	0.4-1.6	#N/A	0.032	2024/8/6 6:20	N1B3102408050412	XQ-B3-10	G12-XXSD-100-TSI	B3后排	B排	9.07	6.13	1.27%	43.9	25.3	28.1	23850	0	5.00%	7.00%	0.92 	9.05	5.65	0.0123 	23.8	23590	1	1
2024-08-02	32	181.5	夜班	CIPC2952407B2402D12Y02	0.4-1.6	跳线	0.032	2024/8/2 17:44	N1B1032408020171	XQ-B1-03	G12-XXSD-110A	B1前排	B排	13.84	5.61	1.28%	97.9	24.2	28.1	23595	柠檬酸80g	6.00%	0.00%	0.91 	12.83	5.41	0.0123 	24.3	23252.5	5	1
2024-08-05	32	181.5	白班	CIPC2952407B2402D22Y03	0.4-1.6	#N/A	0.032	2024/8/5 10:35	N1B2012408050421	XQ-B2-01	G12-XXSD-110A	B2前排	B排	9.36	6.18	1.28%	55	25.5	28.1	23107.5	0	5.00%	7.00%	0.91 	9.58	5.8	0.0124 	24.4	22995	2	33
2024-08-05	32	181.5	白班	CIPC2952407B2402D22Y04	0.4-1.6	#N/A	0.032	2024/8/5 11:13	N1B2072408050401	XQ-B2-07	G12-XXSD-110A	B2前排	B排	9.36	6.18	1.28%	55	25.5	28.1	23107.5	0	5.00%	7.00%	0.91 	9.58	5.8	0.0124 	24.4	22995	6	10
2024-08-08	32	181.5	白班	CIPC2952407B2501D51N02	0.4-1.6	断上下线	0.032	2024/8/8 3:52	N1B3142408070612	XQ-B3-14	G12-XXSD-110A	B3后排	B排	8.52	5.92	1.30%	49.6	25.3	28.1	24287.5	0	6.00%	7.00%	0.92 	8.92	5.38	0.0127 	24.1	24062.5	10	5
2024-08-06	32	181.5	夜班	CIPC2952407B2501D51N04	0.4-1.6	#N/A	0.032	2024/8/7 0:56	N1B1012408060562	XQ-B1-01	G12-XXSD-110A	B1前排	B排	9.17	5.98	1.28%	59.8	25.3	28.1	24000	0	5.00%	7.00%	0.91 	9.48	5.48	0.0123 	24.4	23930	28	6
2024-08-02	32	181.5	夜班	CIPC2952407B2601D51Y02	0.4-1.6	#N/A	0.032	2024/8/2 22:59	N1B1052408020192	XQ-B1-05	G12-XXSD-110A	B1前排	B排	11.77	6.08	1.23%	49.4	24.6	28.2	23595	转换阶段	6.00%	7.00%	0.91 	12.49	5.5	0.0123 	22.9	23252.5	2	5
2024-08-02	32	181.5	夜班	CIPC2952407B2601D51Y03	0.4-1.6	断缝	0.032	2024/8/2 18:42	N1B2042408020151	XQ-B2-04	G12	B2前排	B排	13.79	5.64	1.28%	82.6	25.5	28	23595	柠檬酸80g	6.00%	0.00%	0.91 	12.7	5.46	0.0123 	23	23252.5	2	7
2024-08-02	32	181.5	白班	CIPC2952407B2701D41Y05	0.4-1.6	断缝	0.032	2024/8/2 11:54	N1B2072408020141	XQ-B2-07	G12-XXSD-110A	B2前排	B排	13.14	5.55	1.28%	65.7	25.6	28.2	23650	柠檬酸80g	6.00%	0.00%	0.91 	12.79	5.36	0.0123 	23.5	23377.5	3	6
2024-08-04	32	181.5	夜班	CIPC2952407B2701D51Y03	0.4-1.6	#N/A	0.032	2024/8/5 1:50	N1B3112408040342	XQ-B3-11	G12-YS33-130-110	B3后排	B排	9.49	6.07	1.27%	51	25.9	28.1	23352.5	0	5.00%	7.00%	0.92 	9.96	5.7	0.0123 	23.9	23215	6	9
2024-08-01	32	181.5	白班	CIPC2952407B2802D11Y03	0.4-1.6	#N/A	0.032	2024/8/1 10:56	N1B3102408010021	XQ-B3-10	G12-XXSD-110A	B3后排	B排	13.71	5.4	1.28%	70.2	25.7	28.1	23837.5	柠檬酸80g	6.00%	0.00%	0.91 	13.04	5.34	0.0124 	24.1	23562.5	4	11
2024-08-03	32	181.5	白班	CIPC2952407B2802D21Y04	0.4-1.6	#N/A	0.032	2024/8/3 11:32	N1B1012408030231	XQ-B1-01	1	B1前排	B排	11.28	6.14	1.26%	61.7	25.4	28	23687.5	转换阶段	5.00%	7.00%	0.91 	11.57	5.55	0.0122 	23.8	23375	0	2
2024-08-03	32	181.5	夜班	CIPC2952407B2802D21Y05W	0.4-1.6	#N/A	0.032	2024/8/3 14:44	N1B4152408030231	XQ-B4-15	G12-YS33-130-110	B4后排	B排	10.96	6.08	1.26%	59.4	25.8	28.1	23385	0	5.00%	7.00%	0.91 	11.26	5.62	0.0121 	24.8	23195	1	5
2024-08-02	32	181.5	夜班	CIPC2952407B2901D51Y04	0.4-1.6	#N/A	0.032	2024/8/2 22:11	N1B4122408020182	XQ-B4-12	G12-YS33-130-110	B4后排	B排	11.78	5.99	1.23%	58.5	25.7	28.1	23595	转换阶段	6.00%	7.00%	0.91 	12.49	5.5	0.0123 	22.9	23252.5	1	4
2024-08-04	32	181.5	夜班	CIPC2952407B3302D21Y03	0.4-1.6	#N/A	0.032	2024/8/4 22:47	N1B3132408040292	XQ-B3-13	G12-YS33-130-XQB	B3后排	B排	9.87	6.09	1.27%	47.5	25.6	28.2	23352.5	0	5.00%	7.00%	0.92 	9.82	5.72	0.0123 	24.7	23215	0	20
2024-08-04	32	181.5	夜班	CIPC2952407B3302D21Y04	0.4-1.6	#N/A	0.032	2024/8/5 0:29	N1B4122408040362	XQ-B4-12	G12-YS33-130-110	B4后排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	23352.5	#N/A	#N/A	#N/A	#N/A	9.96	5.7	0.0123 	23.9	23215	4	18
2024-08-03	32	181.5	白班	CIPC2952407B3402D52N03	0.4-1.6	断缝	0.032	2024/8/3 7:48	N1B3092408020142	XQ-B3-09	1	B3后排	B排	12.17	5.95	1.24%	56.4	25.6	28	23687.5	转换阶段	5.00%	7.00%	0.91 	12.18	5.46	0.0123 	24.3	23375	2	4
2024-08-05	32	181.5	白班	CIPC2952407B3803D12Y03	0.4-1.6	#N/A	0.032	2024/8/5 2:48	N1B3092408040302	XQ-B3-09	G12-YS33-130-110	B3后排	B排	9.49	6.07	1.27%	51	25.9	28.1	23107.5	0	5.00%	7.00%	0.92 	9.79	5.74	0.0123 	24.1	22995	1	3
2024-08-02	32	181.5	夜班	CIPC2952407B4201D52Y03	0.4-1.6	#N/A	0.032	2024/8/2 18:13	N1B1022408020171	XQ-B1-02	1	B1前排	B排	13.79	5.64	1.28%	82.6	25.5	28	23595	柠檬酸80g	6.00%	0.00%	0.91 	12.7	5.46	0.0123 	23	23252.5	6	2
2024-08-02	32	181.5	白班	CIPC2952407B4301D52Y03	0.4-1.6	#N/A	0.032	2024/8/2 4:48	N1B4092408010072	XQ-B4-09	G12-YS33-130-110	B4后排	B排	13.94	5.49	1.29%	67	24.9	28	23650	柠檬酸80g	6.00%	0.00%	0.91 	13.05	5.37	0.0123 	24.1	23377.5	0	1
2024-08-02	32	181.5	白班	CIPC2952407B4301D52Y04	0.4-1.6	#N/A	0.032	2024/8/2 12:12	N2B2092408020111	XQ-B2-09	G12-XXSD-110A	B2后排	B排	13.48	5.59	1.28%	70.8	25.4	28.1	23650	柠檬酸80g	6.00%	0.00%	0.91 	12.79	5.36	0.0123 	23.5	23377.5	0	6
2024-08-05	32	181.5	白班	CIPC2952407B4301D62Y02	0.4-1.6	#N/A	0.032	2024/8/5 3:20	N1B2042408040362	XQ-B2-04	G12-0A	B2前排	B排	9.6	6.09	1.28%	55.4	25.5	28.2	23107.5	0	5.00%	7.00%	0.91 	9.79	5.74	0.0123 	24.1	22995	1	4
2024-08-05	32	181.5	白班	CIPC2952407B4301D62Y04	0.4-1.6	跳线	0.032	2024/8/5 6:19	N1B4102408040292	XQ-B4-10	G12-XXSD-100-TSI	B4后排	B排	9.6	6.16	1.28%	61.6	25.7	28.1	23107.5	0	5.00%	7.00%	0.92 	9.86	5.8	0.0123 	23.9	22995	10	1
2024-08-01	32	181.5	白班	CIPC2952407B4501D32Y04	0.4-1.6	#N/A	0.032	2024/8/1 3:46	N1B1022407310022	XQ-B1-02	G12-XXSD-110A	B1前排	B排	14.15	5.43	1.28%	46.4	25.1	28.1	23837.5	柠檬酸100g	6.00%	0.00%	0.91 	13.75	5.42	0.0124 	23.9	23562.5	5	5
2024-08-04	32	181.5	白班	CIPC2952407B4501D41Y02	0.4-1.6	跳线	0.032	2024/8/4 4:41	N1B4132408030282	XQ-B4-13	G12-XXSD-110A	B4后排	B排	10.49	6.01	1.26%	51.3	25.1	28.3	23262.5	0	5.00%	7.00%	0.91 	10.41	5.67	0.0123 	24.5	23105	4	5
2024-08-04	32	181.5	白班	CIPC2952407B4501D41Y03	0.4-1.6	断下线	0.032	2024/8/4 3:52	N1B3102408030252	XQ-B3-10	G12-XXSD-100-TSI	B3后排	B排	10.65	5.97	1.27%	47.7	25.4	28.2	23262.5	0	5.00%	7.00%	0.92 	10.89	5.57	0.0122 	23.4	23105	8	3
2024-08-04	32	181.5	白班	CIPC2952407B4501D41Y04	0.4-1.6	#N/A	0.032	2024/8/4 5:36	N1B2032408030312	XQ-B2-03	G12-XXSD-110A	B2前排	B排	10.62	5.99	1.26%	49.9	25.1	28.2	23262.5	0	5.00%	7.00%	0.91 	10.41	5.67	0.0123 	24.5	23105	2	3
2024-08-06	32	181.5	白班	CIPC2952407B4501D52Y02	0.4-1.6	#N/A	0.032	2024/8/6 11:01	N1B1042408060441	XQ-B1-04	G12-XXSD-110A	B1前排	B排	9.08	6.1	1.28%	54.6	25.6	27.9	23850	0	5.00%	7.00%	0.92 	9.26	5.64	0.0123 	23.8	23590	1	7
2024-08-06	32	181.5	夜班	CIPC2952407B4501D52Y03	0.4-1.6	#N/A	0.032	2024/8/6 18:56	N1B3112408060501	XQ-B3-11	G12-YS33-130-110	B3后排	B排	8.92	5.99	1.28%	63.6	25.8	28.3	24000	0	5.00%	7.00%	0.92 	9.1	5.51	0.0124 	22.8	23930	1	8
2024-08-07	32	181.5	夜班	CIPC2952407B4602D12Y03	0.4-1.6	跳线	0.032	2024/8/7 14:31	N1B2022408070531	XQ-B2-02	G12-XXSD-110A	B2前排	B排	8.94	6.04	1.29%	56.1	24.5	28.1	24075	0	5.00%	7.00%	0.91 	9.35	5.52	0.0126 	23.5	23675	2	2
2024-08-06	32	181.5	夜班	CIPC2952407B4602D22N02	0.4-1.6	跳线	0.032	2024/8/6 20:08	N1B3132408060461	XQ-B3-13	G12-YS33-130-XQB	B3后排	B排	9.1	5.99	1.28%	64.3	26.1	28.1	24000	0	5.00%	7.00%	0.91 	9.25	5.55	0.0124 	22.9	23930	2	146
2024-08-05	32	181.5	白班	CIPC2952407B4702D12Y03	0.4-1.6	#N/A	0.032	2024/8/5 5:00	N1B2052408040302	XQ-B2-05	G12-XXSD-110A	B2前排	B排	9.6	6.16	1.28%	61.6	25.7	28.1	23107.5	0	5.00%	7.00%	0.92 	9.92	5.88	0.0123 	24.7	22995	2	18
2024-08-07	32	181.5	白班	CIPC2952407B4702D12Y04	0.4-1.6	#N/A	0.032	2024/8/7 7:26	N1B2032408060612	XQ-B2-03	G12-XXSD-110A	B2前排	B排	9.39	6	1.29%	49.2	25	28	24130	0	5.00%	7.00%	0.92 	9.32	5.53	0.0124 	23.5	23982.5	12	6
2024-08-07	32	181.5	夜班	CIPC2952407B5002D52N02	0.4-1.6	#N/A	0.032	2024/8/7 16:12	N1B3142408070571	XQ-B3-14	G12-YS33-130-110	B3后排	B排	9	6.02	1.30%	69.2	25.1	28.2	24075	0	5.00%	7.00%	0.92 	9.45	5.44	0.0126 	24.5	23675	1	43
2024-08-04	32	181.5	白班	CIPC2952407B5102D83N03	0.4-1.6	#N/A	0.032	2024/8/4 12:22	N1B1062408040311	XQ-B1-06	G12-XXSD-110A	B1前排	B排	10.59	5.99	1.26%	45.1	24.6	28	23262.5	0	5.00%	7.00%	0.91 	10.52	5.75	0.0122 	25	23105	0	14
2024-08-03	32	181.5	白班	CIPC2952407B5602D21Y02	0.4-1.6	#N/A	0.032	2024/8/3 13:08	N1B4122408030241	XQ-B4-12	G12-YS33-130-110	B4后排	B排	11.16	6.11	1.26%	71.1	25.6	28	23687.5	0	5.00%	7.00%	0.92 	11.57	5.55	0.0122 	23.8	23375	0	2
2024-08-03	32	181.5	夜班	CIPC2952407B5602D21Y03	0.4-1.6	加切	0.032	2024/8/3 13:32	N1B1012408030241	XQ-B1-01	1	B1前排	B排	11.16	6.11	1.26%	71.1	25.6	28	23687.5	0	5.00%	7.00%	0.92 	11.57	5.55	0.0122 	23.8	23375	0	3
2024-08-06	32	181.5	白班	CIPC2952407B5602D32Y03	0.4-1.6	跳线	0.032	2024/8/6 1:43	N1B4092408050372	XQ-B4-09	G12-YS33-130-110	B4后排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	23630	#N/A	#N/A	#N/A	#N/A	9.37	5.75	0.0124 	24.5	23565	19	3
2024-08-06	32	181.5	白班	CIPC2952407B5602D32Y05	0.4-1.6	断缝	0.032	2024/8/6 3:43	N1B3112408050442	XQ-B3-11	G12-YS33-130-110	B3后排	B排	9.12	6.12	1.28%	46.1	25.6	28.1	23850	0	5.00%	7.00%	0.91 	9.06	5.69	0.0123 	23.7	23590	3	1
2024-08-01	32	181.5	白班	CIPC2952407B5701D42Y03	0.4-1.6	#N/A	0.032	2024/8/1 6:25	N1B2082407310022	XQ-B2-08	G12-XXSD-110A	B2前排	B排	14.27	5.41	1.28%	51.2	24.8	28.2	23837.5	柠檬酸80g	6.00%	0.00%	0.91 	13.66	5.37	0.0124 	23.8	23562.5	0	7
2024-08-05	32	181.5	夜班	CIPC2952407B5701D61Y04	0.4-1.6	#N/A	0.032	2024/8/5 17:21	N1B2062408050391	XQ-B2-06	G12-XXSD-110A	B2前排	B排	9.21	6.06	1.28%	51.1	25.4	28.1	23630	0	5.00%	7.00%	0.92 	9.29	5.78	0.0124 	25.1	23565	1	20
